Date,Round,Rounds / Month,Month,Year,"Cumulative  Strokes",Course,Hole,Club,Type,Dist.,Par,"Feet to Yard Conversion",Distance Range,Shot Distance,PGA Strokes Remaining,Strokes Gained on PGA,"% Gain",Strokes Gained on my Average,"% Gain2",Proximity Percentage compared to start distance,Green Hit,Fairway Hit,Strokes / Hole,GIR,GIRP,Par Comp.,Albatros,Eagle,Birdie,Par3,Bogey,Double Bogey,Double Bogey +,Putts per hole,Score per hole,Score per round,Pick up score,Notes
05/05/2018,5,1,5,2018,46,Lahinch (W),11,7I,TEE SHOT,172,3,172,160 - 179 yards,158,3.026,-0.444,-0.444,-0.269565598,-0.269565598,0.081395349,0,,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,47,Lahinch (W),11,60,SAND,14,,14,0 - 19 yards,12.66666667,2.47,0.34,0.34,0.562025641,0.562025641,0.095238095,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,48,Lahinch (W),11,P,GREEN,4,,1.333333333,4,1,1.13,-0.88,-0.88,-0.779221393,-0.779221393,0.25,,,3,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,49,Lahinch (W),11,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
05/05/2018,5,1,5,2018,50,Lahinch (W),12,D,TEE SHOT,475,5,475,460 - 479 yards,302,4.2525,0.2075,0.2075,0.381934402,0.381934402,0.364210526,0,1,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,51,Lahinch (W),12,7I,FAIRWAY,173,,173,160 - 179 yards,165.6666667,3.045,0.151,0.151,0.228346939,0.228346939,0.04238921,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,52,Lahinch (W),12,P,GREEN,22,,7.333333333,21-30,5.666666667,1.894,-0.336,-0.336,-0.235221393,-0.235221393,0.227272727,,,3,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,53,Lahinch (W),12,P,GREEN,5,5,1.666666667,5,1.666666667,1.23,0.23,0.23,0.330778607,0.330778607,0,,,4,1,1,-1,,,1,,,,,2,4,,0,0
05/05/2018,5,1,5,2018,54,Lahinch (W),13,D,TEE SHOT,282,4,282,280 - 299 yards,267,3.656,0.186,0.186,0.360434402,0.360434402,0.053191489,0,0,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,55,Lahinch (W),13,60,ROUGH,15,,15,0 - 19 yards,13.33333333,2.47,0.24,0.24,0.341061441,0.341061441,0.111111111,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,56,Lahinch (W),13,P,GREEN,5,4,1.666666667,5,1.666666667,1.23,0.23,0.23,0.330778607,0.330778607,0,,,3,1,1,-1,,,1,,,,,1,3,,0,0
05/05/2018,5,1,5,2018,57,Lahinch (W),14,D,TEE SHOT,405,4,405,400 - 419 yards,205,3.9975,-0.4225,-0.4225,-0.248065598,-0.248065598,0.49382716,0,0,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,58,Lahinch (W),14,4I,ROUGH,200,,200,200 - 219 yards,190,3.42,0.44,0.44,0.541061441,0.541061441,0.05,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,59,Lahinch (W),14,P,GREEN,30,,10,21-30,9,1.98,-0.06,-0.06,0.040778607,0.040778607,0.1,,,3,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,60,Lahinch (W),14,P,GREEN,3,4,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
05/05/2018,5,1,5,2018,61,Lahinch (W),15,D,TEE SHOT,411,4,411,400 - 419 yards,211,4.0065,-0.4135,-0.4135,-0.239065598,-0.239065598,0.486618005,0,0,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,62,Lahinch (W),15,4I,ROUGH,200,,200,200 - 219 yards,186,3.42,-0.024,-0.024,0.077061441,0.077061441,0.07,0,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,63,Lahinch (W),15,60,ROUGH,14,,14,0 - 19 yards,1,2.444,-0.974,-0.974,-0.872938559,-0.872938559,0.928571429,0,,3,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,64,Lahinch (W),15,PW,ROUGH,13,,13,0 - 19 yards,8.666666667,2.418,-0.294,-0.294,-0.192938559,-0.192938559,0.333333333,1,,4,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,65,Lahinch (W),15,P,GREEN,13,,4.333333333,Nov-15,4,1.712,-0.298,-0.298,-0.197221393,-0.197221393,0.076923077,,,5,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,66,Lahinch (W),15,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,6,0,0,2,,,,,,1,,2,6,,0,0
05/05/2018,5,1,5,2018,67,Lahinch (W),16,5I,TEE SHOT,191,3,191,180 - 199 yards,169,3.0885,-0.3315,-0.3315,-0.157065598,-0.157065598,0.115183246,0,,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,68,Lahinch (W),16,P,FAIRWAY,22,,22,20 - 39 yards,20.33333333,2.42,0.19,0.19,0.267346939,0.267346939,0.075757576,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,69,Lahinch (W),16,P,GREEN,5,3,1.666666667,5,1.666666667,1.23,0.23,0.23,0.330778607,0.330778607,0,,,3,0,1,0,,,,1,,,,1,3,,0,0
05/05/2018,5,1,5,2018,70,Lahinch (W),17,D,TEE SHOT,400,4,400,400 - 419 yards,241,3.99,0.0135,0.0135,0.187934402,0.187934402,0.3975,0,1,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,71,Lahinch (W),17,8I,FAIRWAY,159,,159,140 - 159 yards,152.3333333,2.9765,0.1065,0.1065,0.183846939,0.183846939,0.041928721,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,72,Lahinch (W),17,P,GREEN,20,,6.666666667,16-20,5.666666667,1.87,-0.17,-0.17,-0.069221393,-0.069221393,0.15,,,3,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,73,Lahinch (W),17,P,GREEN,3,4,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
05/05/2018,5,1,5,2018,74,Lahinch (W),18,D,TEE SHOT,499,5,499,480 - 499 yards,271,4.4035,0.0315,0.0315,0.205934402,0.205934402,0.456913828,0,1,1,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,75,Lahinch (W),18,3W,FAIRWAY,228,,228,220 - 239 yards,222.3333333,3.372,0.547,0.547,0.624346939,0.624346939,0.024853801,1,,2,,,,,,,,,,,,,,0,0
05/05/2018,5,1,5,2018,76,Lahinch (W),18,P,GREEN,17,5,5.666666667,16-20,5.666666667,1.825,0.825,0.825,0.925778607,0.925778607,0,,,3,1,1,-2,,1,,,,,,1,3,76,0,0
07/05/2018,6,2,5,2018,1,Lahinch (W),1,D,TEE SHOT,378,4,378,360 - 379 yards,271,3.956,0.1385,0.1385,0.312934402,0.312934402,0.283068783,0,1,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,2,Lahinch (W),1,54,FAIRWAY,107,,107,100 - 119 yards,85,2.8175,-0.6025,-0.6025,-0.525153061,-0.525153061,0.205607477,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,3,Lahinch (W),1,P,FAIRWAY,22,,22,20 - 39 yards,19,2.42,-0.14,-0.14,-0.062653061,-0.062653061,0.136363636,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,4,Lahinch (W),1,P,GREEN,9,,3,9,2.666666667,1.56,-0.45,-0.45,-0.349221393,-0.349221393,0.111111111,,,4,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,5,Lahinch (W),1,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
07/05/2018,6,2,5,2018,6,Lahinch (W),2,D,TEE SHOT,488,5,488,480 - 499 yards,253,4.332,-0.2805,-0.2805,-0.106065598,-0.106065598,0.481557377,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,7,Lahinch (W),2,3W,ROUGH,235,,235,220 - 239 yards,189,3.6125,-0.0175,-0.0175,0.083561441,0.083561441,0.195744681,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,8,Lahinch (W),2,60,FAIRWAY,46,,46,40 - 59 yards,42,2.63,-0.048,-0.048,0.029346939,0.029346939,0.086956522,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,9,Lahinch (W),2,P,GREEN,12,,4,Nov-15,3.666666667,1.678,-0.332,-0.332,-0.231221393,-0.231221393,0.083333333,,,4,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,10,Lahinch (W),2,P,GREEN,1,5,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
07/05/2018,6,2,5,2018,11,Lahinch (W),3,D,TEE SHOT,400,4,400,400 - 419 yards,240,3.99,0.01,0.01,0.184434402,0.184434402,0.4,0,1,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,12,Lahinch (W),3,8I,FAIRWAY,160,,160,160 - 179 yards,153.3333333,2.98,0.11,0.11,0.187346939,0.187346939,0.041666667,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,13,Lahinch (W),3,P,GREEN,20,,6.666666667,16-20,5.333333333,1.87,-0.26,-0.26,-0.159221393,-0.159221393,0.2,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,14,Lahinch (W),3,P,GREEN,4,4,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
07/05/2018,6,2,5,2018,15,Lahinch (W),4,D,TEE SHOT,467,5,467,460 - 479 yards,227,4.2085,-0.2415,-0.2415,-0.067065598,-0.067065598,0.51391863,0,1,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,16,Lahinch (W),4,4I,FAIRWAY,240,,240,240 - 259 yards,215,3.45,8.88E-16,8.88E-16,0.077346939,0.077346939,0.104166667,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,17,Lahinch (W),4,60,FAIRWAY,25,,25,20 - 39 yards,22.33333333,2.45,-0.05,-0.05,0.027346939,0.027346939,0.106666667,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,18,Lahinch (W),4,P,GREEN,8,,2.666666667,8,2.333333333,1.5,-0.51,-0.51,-0.409221393,-0.409221393,0.125,,,4,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,19,Lahinch (W),4,P,GREEN,1,5,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
07/05/2018,6,2,5,2018,20,Lahinch (W),5,7I,TEE SHOT,165,3,165,160 - 179 yards,153,3.005,-0.387,-0.387,-0.212565598,-0.212565598,0.072727273,0,,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,21,Lahinch (W),5,60,ROUGH,12,,12,0 - 19 yards,10.66666667,2.392,0.262,0.262,0.363061441,0.363061441,0.111111111,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,22,Lahinch (W),5,P,GREEN,4,3,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,3,0,1,0,,,,1,,,,1,3,,0,0
07/05/2018,6,2,5,2018,23,Lahinch (W),6,D,TEE SHOT,398,4,398,380 - 399 yards,221,3.987,-0.311,-0.311,-0.136565598,-0.136565598,0.444723618,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,24,Lahinch (W),6,7I,ROUGH,177,,177,160 - 179 yards,155,3.298,-0.122,-0.122,-0.020938559,-0.020938559,0.124293785,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,25,Lahinch (W),6,PW,FAIRWAY,22,,22,20 - 39 yards,20.66666667,2.42,0.29,0.29,0.367346939,0.367346939,0.060606061,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,26,Lahinch (W),6,P,GREEN,4,4,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
07/05/2018,6,2,5,2018,27,Lahinch (W),7,D,TEE SHOT,387,4,387,380 - 399 yards,276,3.9705,-0.0825,-0.0825,0.091934402,0.091934402,0.286821705,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,28,Lahinch (W),7,54,ROUGH,111,,111,100 - 119 yards,26,3.053,-0.922,-0.922,-0.820938559,-0.820938559,0.765765766,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,29,Lahinch (W),7,60,ROUGH,85,,85,80 - 99 yards,80.33333333,2.975,0.229,0.229,0.330061441,0.330061441,0.054901961,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,30,Lahinch (W),7,P,GREEN,14,,4.666666667,Nov-15,4,1.746,-0.264,-0.264,-0.163221393,-0.163221393,0.142857143,,,4,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,31,Lahinch (W),7,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
07/05/2018,6,2,5,2018,32,Lahinch (W),8,8I,TEE SHOT,159,3,159,140 - 159 yards,0,2.989,-2,-2,-1.825565598,-1.825565598,1,0,,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,33,Lahinch (W),8,8I,PENALTY,P,,,,,3.989,,,,,,,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,34,Lahinch (W),8,8I,TEE SHOT,159,,159,140 - 159 yards,153,2.989,0.1415,0.1415,0.315934402,0.315934402,0.037735849,1,0,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,35,Lahinch (W),8,P,GREEN,18,,6,16-20,5,1.8475,-0.1925,-0.1925,-0.091721393,-0.091721393,0.166666667,,,4,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,36,Lahinch (W),8,P,GREEN,3,3,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,5,0,0,2,,,,,,1,,2,5,,0,0
07/05/2018,6,2,5,2018,37,Lahinch (W),9,D,TEE SHOT,367,4,367,360 - 379 yards,229,3.934,-0.209,-0.209,-0.034565598,-0.034565598,0.376021798,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,38,Lahinch (W),9,PW,ROUGH,138,,138,120 - 139 yards,118,3.143,-0.447,-0.447,-0.345938559,-0.345938559,0.144927536,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,39,Lahinch (W),9,60,ROUGH,20,,20,20 - 39 yards,17.33333333,2.59,0.09,0.09,0.191061441,0.191061441,0.133333333,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,40,Lahinch (W),9,P,GREEN,8,4,2.666666667,8,2.666666667,1.5,0.5,0.5,0.600778607,0.600778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
07/05/2018,6,2,5,2018,41,Lahinch (W),10,D,TEE SHOT,410,4,410,400 - 419 yards,210,4.005,-0.415,-0.415,-0.240565598,-0.240565598,0.487804878,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,42,Lahinch (W),10,5I,ROUGH,200,,200,200 - 219 yards,193.3333333,3.42,0.55,0.55,0.651061441,0.651061441,0.033333333,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,43,Lahinch (W),10,P,GREEN,20,,6.666666667,16-20,6,1.87,-0.14,-0.14,-0.039221393,-0.039221393,0.1,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,44,Lahinch (W),10,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
07/05/2018,6,2,5,2018,45,Lahinch (W),11,7I,TEE SHOT,168,3,168,160 - 179 yards,128,3.014,-0.586,-0.586,-0.411565598,-0.411565598,0.238095238,0,,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,46,Lahinch (W),11,P,FAIRWAY,40,,40,40 - 59 yards,36,2.6,-0.078,-0.078,-0.000653061,-0.000653061,0.1,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,47,Lahinch (W),11,P,GREEN,12,,4,Nov-15,3,1.678,-0.362,-0.362,-0.261221393,-0.261221393,0.25,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,48,Lahinch (W),11,P,GREEN,3,3,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
07/05/2018,6,2,5,2018,49,Lahinch (W),12,D,TEE SHOT,467,5,467,460 - 479 yards,283,4.2085,-0.1235,-0.1235,0.050934402,0.050934402,0.394004283,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,50,Lahinch (W),12,7I,ROUGH,184,,184,180 - 199 yards,177.3333333,3.332,0.462,0.462,0.563061441,0.563061441,0.036231884,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,51,Lahinch (W),12,P,GREEN,20,,6.666666667,16-20,5.333333333,1.87,-0.26,-0.26,-0.159221393,-0.159221393,0.2,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,52,Lahinch (W),12,P,GREEN,4,5,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,4,1,1,-1,,,1,,,,,2,4,,0,0
07/05/2018,6,2,5,2018,53,Lahinch (W),13,D,TEE SHOT,269,4,269,260 - 279 yards,239,3.54,0.04,0.04,0.214434402,0.214434402,0.111524164,0,1,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,54,Lahinch (W),13,P,FAIRWAY,30,,30,20 - 39 yards,27.33333333,2.5,-1.78E-15,-1.78E-15,0.077346939,0.077346939,0.088888889,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,55,Lahinch (W),13,P,GREEN,8,,2.666666667,8,2.333333333,1.5,-0.51,-0.51,-0.409221393,-0.409221393,0.125,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,56,Lahinch (W),13,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
07/05/2018,6,2,5,2018,57,Lahinch (W),14,D,TEE SHOT,401,4,401,400 - 419 yards,193,3.9915,-0.4725,-0.4725,-0.298065598,-0.298065598,0.518703242,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,58,Lahinch (W),14,3W,ROUGH,208,,208,200 - 219 yards,0,3.464,-2,-2,-1.898938559,-1.898938559,1,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,59,Lahinch (W),14,3W,PENALTY,P,,,,,4.464,,,,,,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,60,Lahinch (W),14,3W,ROUGH,208,,208,200 - 219 yards,175,3.464,-0.2495,-0.2495,-0.148438559,-0.148438559,0.158653846,0,,4,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,61,Lahinch (W),14,60,ROUGH,33,,33,20 - 39 yards,8,2.7135,-0.924,-0.924,-0.822938559,-0.822938559,0.757575758,0,,5,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,62,Lahinch (W),14,60,ROUGH,25,,25,20 - 39 yards,23.66666667,2.6375,0.5075,0.5075,0.608561441,0.608561441,0.053333333,1,,6,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,63,Lahinch (W),14,P,GREEN,4,4,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,7,0,0,3,,,,,,,1,1,7,,0,0
07/05/2018,6,2,5,2018,64,Lahinch (W),15,D,TEE SHOT,410,4,410,400 - 419 yards,250,4.005,-0.225,-0.225,-0.050565598,-0.050565598,0.390243902,0,0,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,65,Lahinch (W),15,8I,ROUGH,160,,160,160 - 179 yards,143,3.23,-0.288,-0.288,-0.186938559,-0.186938559,0.10625,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,66,Lahinch (W),15,PW,ROUGH,17,,17,0 - 19 yards,13,2.518,-0.16,-0.16,-0.058938559,-0.058938559,0.235294118,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,67,Lahinch (W),15,P,GREEN,12,4,4,Nov-15,4,1.678,0.678,0.678,0.778778607,0.778778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
07/05/2018,6,2,5,2018,68,Lahinch (W),16,5I,TEE SHOT,191,3,191,180 - 199 yards,151,3.0885,-0.5115,-0.5115,-0.337065598,-0.337065598,0.209424084,0,,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,69,Lahinch (W),16,P,FAIRWAY,40,,40,40 - 59 yards,38.66666667,2.6,0.47,0.47,0.547346939,0.547346939,0.033333333,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,70,Lahinch (W),16,P,GREEN,4,,1.333333333,4,1,1.13,-0.88,-0.88,-0.779221393,-0.779221393,0.25,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,71,Lahinch (W),16,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
07/05/2018,6,2,5,2018,72,Lahinch (W),17,D,TEE SHOT,369,4,369,360 - 379 yards,207,3.938,-0.052,-0.052,0.122434402,0.122434402,0.43902439,0,1,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,73,Lahinch (W),17,8I,FAIRWAY,162,,162,160 - 179 yards,152,2.99,0.01,0.01,0.087346939,0.087346939,0.061728395,1,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,74,Lahinch (W),17,P,GREEN,30,,10,21-30,9,1.98,-0.06,-0.06,0.040778607,0.040778607,0.1,,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,75,Lahinch (W),17,P,GREEN,3,4,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
07/05/2018,6,2,5,2018,76,Lahinch (W),18,D,TEE SHOT,477,5,477,460 - 479 yards,240,4.2635,-0.167,-0.167,0.007434402,0.007434402,0.496855346,0,1,1,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,77,Lahinch (W),18,3W,FAIRWAY,237,,237,220 - 239 yards,223,3.4305,0.1625,0.1625,0.239846939,0.239846939,0.05907173,0,,2,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,78,Lahinch (W),18,P,FAIRWAY,14,,14,0 - 19 yards,13,2.268,0.228,0.228,0.305346939,0.305346939,0.071428571,1,,3,,,,,,,,,,,,,,0,0
07/05/2018,6,2,5,2018,79,Lahinch (W),18,P,GREEN,3,5,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,1,1,-1,,,1,,,,,1,4,79,0,0
06/05/2018,7,3,5,2018,1,Ennis (W),1,D,TEE SHOT,350,4,350,340 - 359 yards,241,3.89,-0.157,-0.157,0.017434402,0.017434402,0.311428571,0,0,1,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,2,Ennis (W),1,54,ROUGH,109,,109,100 - 119 yards,97,3.047,-0.345,-0.345,-0.243938559,-0.243938559,0.110091743,0,,2,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,3,Ennis (W),1,60,ROUGH,12,,12,0 - 19 yards,3.333333333,2.392,-0.548,-0.548,-0.446938559,-0.446938559,0.722222222,1,,3,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,4,Ennis (W),1,P,GREEN,26,,8.666666667,21-30,8,1.94,-0.07,-0.07,0.030778607,0.030778607,0.076923077,,,4,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,5,Ennis (W),1,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
06/05/2018,7,3,5,2018,6,Ennis (W),2,50,TEE SHOT,122,3,122,120 - 139 yards,107,2.988,-0.482,-0.482,-0.307565598,-0.307565598,0.12295082,0,,1,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,7,Ennis (W),2,PW,ROUGH,15,,15,0 - 19 yards,12.33333333,2.47,-0.03,-0.03,0.071061441,0.071061441,0.177777778,1,,2,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,8,Ennis (W),2,P,GREEN,8,3,2.666666667,8,2.666666667,1.5,0.5,0.5,0.600778607,0.600778607,0,,,3,0,1,0,,,,1,,,,1,3,,0,0
06/05/2018,7,3,5,2018,9,Ennis (W),3,5W,TEE SHOT,365,4,365,360 - 379 yards,223,3.93,-0.228,-0.228,-0.053565598,-0.053565598,0.389041096,0,0,1,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,10,Ennis (W),3,50,ROUGH,142,,142,140 - 159 yards,134.6666667,3.158,0.264,0.264,0.365061441,0.365061441,0.051643192,1,,2,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,11,Ennis (W),3,P,GREEN,22,,7.333333333,21-30,6.666666667,1.894,-0.116,-0.116,-0.015221393,-0.015221393,0.090909091,,,3,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,12,Ennis (W),3,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
06/05/2018,7,3,5,2018,13,Ennis (W),4,D,TEE SHOT,346,4,346,340 - 359 yards,216,3.878,-0.237,-0.237,-0.062565598,-0.062565598,0.375722543,0,0,1,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,14,Ennis (W),4,PW,ROUGH,130,,130,120 - 139 yards,120.6666667,3.115,0.155,0.155,0.256061441,0.256061441,0.071794872,1,,2,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,15,Ennis (W),4,P,GREEN,28,,9.333333333,21-30,7.333333333,1.96,-0.38,-0.38,-0.279221393,-0.279221393,0.214285714,,,3,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,16,Ennis (W),4,P,GREEN,6,,2,6,1.666666667,1.34,-0.67,-0.67,-0.569221393,-0.569221393,0.166666667,,,4,,,,,,,,,,,,,,0,0
06/05/2018,7,3,5,2018,17,Ennis (W),4,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,1,,,,,1,,,3,5,,0,0
06/05/2018,7,3,5,2018,18,Ennis (W),5,D,TEE SHOT,377,4,377,360 - 379 yards,249,3.954,0.08,0.08,0.254434402,0.254434402,0.339522546,0,1,1,,,,,,,,,,,,,,0,0
