Date,Round,Rounds / Month,Month,Year,"Cumulative  Strokes",Course,Hole,Club,Type,Dist.,Par,"Feet to Yard Conversion",Distance Range,Shot Distance,PGA Strokes Remaining,Strokes Gained on PGA,"% Gain",Strokes Gained on my Average,"% Gain2",Proximity Percentage compared to start distance,Green Hit,Fairway Hit,Strokes / Hole,GIR,GIRP,Par Comp.,Albatros,Eagle,Birdie,Par3,Bogey,Double Bogey,Double Bogey +,Putts per hole,Score per hole,Score per round,Pick up score,Notes
10/06/2018,15,4,6,2018,16,Lahinch (W),4,6I,FAIRWAY,201,,201,200 - 219 yards,178,3.1965,-0.2335,-0.2335,-0.156153061,-0.156153061,0.114427861,0,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,17,Lahinch (W),4,P,FAIRWAY,23,,23,20 - 39 yards,18,2.43,-0.35,-0.35,-0.272653061,-0.272653061,0.217391304,1,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,18,Lahinch (W),4,P,GREEN,15,,5,Nov-15,4.666666667,1.78,-0.23,-0.23,-0.129221393,-0.129221393,0.066666667,,,4,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,19,Lahinch (W),4,P,GREEN,1,5,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
10/06/2018,15,4,6,2018,20,Lahinch (W),5,8I,TEE SHOT,158,3,158,140 - 159 yards,153,2.988,0.208,0.208,0.382434402,0.382434402,0.03164557,1,,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,21,Lahinch (W),5,P,GREEN,15,,5,Nov-15,4.666666667,1.78,-0.23,-0.23,-0.129221393,-0.129221393,0.066666667,,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,22,Lahinch (W),5,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,1,1,0,,,,1,,,,2,3,,0,0
10/06/2018,15,4,6,2018,23,Lahinch (W),6,3W,TEE SHOT,411,4,411,400 - 419 yards,243,4.0065,-0.2555,-0.2555,-0.081065598,-0.081065598,0.408759124,0,0,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,24,Lahinch (W),6,8I,ROUGH,168,,168,160 - 179 yards,157.3333333,3.262,0.266,0.266,0.367061441,0.367061441,0.063492063,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,25,Lahinch (W),6,P,GREEN,32,,10.66666667,31-40,5.666666667,1.996,-0.784,-0.784,-0.683221393,-0.683221393,0.46875,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,26,Lahinch (W),6,P,GREEN,15,,5,Nov-15,4.666666667,1.78,-0.23,-0.23,-0.129221393,-0.129221393,0.066666667,,,4,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,27,Lahinch (W),6,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,1,,,,,1,,,3,5,,0,0
10/06/2018,15,4,6,2018,28,Lahinch (W),7,3W,TEE SHOT,400,4,400,400 - 419 yards,243,3.99,0.0205,0.0205,0.194934402,0.194934402,0.3925,0,1,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,29,Lahinch (W),7,7I,FAIRWAY,157,,157,140 - 159 yards,151.6666667,2.9695,0.167,0.167,0.244346939,0.244346939,0.033970276,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,30,Lahinch (W),7,P,GREEN,16,,5.333333333,16-20,5,1.8025,-0.2075,-0.2075,-0.106721393,-0.106721393,0.0625,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,31,Lahinch (W),7,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
10/06/2018,15,4,6,2018,32,Lahinch (W),8,7I,TEE SHOT,178,3,178,160 - 179 yards,162,3.044,-0.45,-0.45,-0.275565598,-0.275565598,0.08988764,0,,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,33,Lahinch (W),8,60,ROUGH,16,,16,0 - 19 yards,13.33333333,2.494,-0.006,-0.006,0.095061441,0.095061441,0.166666667,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,34,Lahinch (W),8,P,GREEN,8,3,2.666666667,8,2.666666667,1.5,0.5,0.5,0.600778607,0.600778607,0,,,3,0,1,0,,,,1,,,,1,3,,0,0
10/06/2018,15,4,6,2018,35,Lahinch (W),9,D,TEE SHOT,377,4,377,360 - 379 yards,309,3.954,0.024,0.024,0.198434402,0.198434402,0.180371353,0,0,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,36,Lahinch (W),9,60,ROUGH,68,,68,60 - 79 yards,62.66666667,2.93,0.1275,0.1275,0.228561441,0.228561441,0.078431373,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,37,Lahinch (W),9,P,GREEN,16,,5.333333333,16-20,5,1.8025,-0.2075,-0.2075,-0.106721393,-0.106721393,0.0625,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,38,Lahinch (W),9,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
10/06/2018,15,4,6,2018,39,Lahinch (W),10,D,TEE SHOT,424,4,424,420 - 439 yards,253,4.032,-0.003,-0.003,0.171434402,0.171434402,0.403301887,0,1,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,40,Lahinch (W),10,6I,FAIRWAY,171,,171,160 - 179 yards,165,3.035,0.1875,0.1875,0.264846939,0.264846939,0.035087719,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,41,Lahinch (W),10,P,GREEN,18,,6,16-20,5.333333333,1.8475,-0.1625,-0.1625,-0.061721393,-0.061721393,0.111111111,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,42,Lahinch (W),10,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
10/06/2018,15,4,6,2018,43,Lahinch (W),11,6I,TEE SHOT,173,3,173,160 - 179 yards,151,3.029,-0.53,-0.53,-0.355565598,-0.355565598,0.12716763,0,,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,44,Lahinch (W),11,60,SAND,22,,22,20 - 39 yards,16,2.559,-0.2885,-0.2885,-0.066474359,-0.066474359,0.272727273,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,45,Lahinch (W),11,P,GREEN,18,,6,16-20,5.666666667,1.8475,-0.1625,-0.1625,-0.061721393,-0.061721393,0.055555556,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,46,Lahinch (W),11,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
10/06/2018,15,4,6,2018,47,Lahinch (W),12,D,TEE SHOT,516,5,516,500 - 519 yards,300,4.514,0.006,0.006,0.180434402,0.180434402,0.418604651,0,0,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,48,Lahinch (W),12,4I,ROUGH,216,,216,200 - 219 yards,197,3.508,0.13,0.13,0.231061441,0.231061441,0.087962963,0,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,49,Lahinch (W),12,P,FAIRWAY,19,,19,0 - 19 yards,17.33333333,2.378,0.148,0.148,0.225346939,0.225346939,0.087719298,1,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,50,Lahinch (W),12,P,GREEN,5,5,1.666666667,5,1.666666667,1.23,0.23,0.23,0.330778607,0.330778607,0,,,4,1,1,-1,,,1,,,,,1,4,,0,0
10/06/2018,15,4,6,2018,51,Lahinch (W),13,D,TEE SHOT,271,4,271,260 - 279 yards,253,3.56,0.05,0.05,0.224434402,0.224434402,0.066420664,0,0,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,52,Lahinch (W),13,60,SAND,18,,18,0 - 19 yards,13.66666667,2.51,-0.202,-0.202,0.020025641,0.020025641,0.240740741,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,53,Lahinch (W),13,P,GREEN,13,,4.333333333,Nov-15,4,1.712,-0.298,-0.298,-0.197221393,-0.197221393,0.076923077,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,54,Lahinch (W),13,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
10/06/2018,15,4,6,2018,55,Lahinch (W),14,D,TEE SHOT,405,4,405,400 - 419 yards,243,3.9975,-0.2405,-0.2405,-0.066065598,-0.066065598,0.4,0,0,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,56,Lahinch (W),14,8I,ROUGH,162,,162,160 - 179 yards,144,3.238,-0.304,-0.304,-0.202938559,-0.202938559,0.111111111,0,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,57,Lahinch (W),14,8I,ROUGH,18,,18,0 - 19 yards,-4,2.542,-0.878,-0.878,-0.776938559,-0.776938559,1.222222222,0,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,58,Lahinch (W),14,P,FAIRWAY,22,,22,20 - 39 yards,21.66666667,2.42,0.41,0.41,0.487346939,0.487346939,0.015151515,1,,4,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,59,Lahinch (W),14,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,0,1,,,,,1,,,1,5,,0,0
10/06/2018,15,4,6,2018,60,Lahinch (W),15,D,TEE SHOT,411,4,411,400 - 419 yards,170,4.0065,-0.6385,-0.6385,-0.464065598,-0.464065598,0.586374696,0,0,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,61,Lahinch (W),15,5W,ROUGH,241,,241,240 - 259 yards,30,3.645,-0.8355,-0.8355,-0.734438559,-0.734438559,0.875518672,0,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,62,Lahinch (W),15,4I,ROUGH,211,,211,200 - 219 yards,156,3.4805,-0.1945,-0.1945,-0.093438559,-0.093438559,0.260663507,0,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,63,Lahinch (W),15,PW,FAIRWAY,55,,55,40 - 59 yards,38,2.675,-0.659,-0.659,-0.581653061,-0.581653061,0.309090909,0,,4,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,64,Lahinch (W),15,P,FAIRWAY,17,,17,0 - 19 yards,14.33333333,2.334,-0.166,-0.166,-0.088653061,-0.088653061,0.156862745,1,,5,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,65,Lahinch (W),15,P,GREEN,8,,2.666666667,8,2.333333333,1.5,-0.51,-0.51,-0.409221393,-0.409221393,0.125,,,6,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,66,Lahinch (W),15,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,7,0,0,3,,,,,,,1,2,7,,0,0
10/06/2018,15,4,6,2018,67,Lahinch (W),16,7I,TEE SHOT,189,3,189,180 - 199 yards,182.6666667,3.0815,0.2115,0.2115,0.385934402,0.385934402,0.0335097,1,,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,68,Lahinch (W),16,P,GREEN,19,,6.333333333,16-20,5.666666667,1.87,-0.14,-0.14,-0.039221393,-0.039221393,0.105263158,,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,69,Lahinch (W),16,P,GREEN,2,3,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,1,1,0,,,,1,,,,2,3,,0,0
10/06/2018,15,4,6,2018,70,Lahinch (W),17,D,TEE SHOT,400,4,400,400 - 419 yards,293,3.99,0.1725,0.1725,0.346934402,0.346934402,0.2675,0,1,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,71,Lahinch (W),17,60,FAIRWAY,107,,107,100 - 119 yards,101,2.8175,-0.03,-0.03,0.047346939,0.047346939,0.056074766,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,72,Lahinch (W),17,P,GREEN,18,,6,16-20,5.666666667,1.8475,-0.1625,-0.1625,-0.061721393,-0.061721393,0.055555556,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,73,Lahinch (W),17,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
10/06/2018,15,4,6,2018,74,Lahinch (W),18,D,TEE SHOT,514,5,514,500 - 519 yards,298,4.501,0.207,0.207,0.381434402,0.381434402,0.420233463,0,1,1,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,75,Lahinch (W),18,5I,FAIRWAY,216,,216,200 - 219 yards,205,3.294,0.29,0.29,0.367346939,0.367346939,0.050925926,1,,2,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,76,Lahinch (W),18,P,GREEN,33,,11,31-40,8.666666667,2.004,-0.416,-0.416,-0.315221393,-0.315221393,0.212121212,,,3,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,77,Lahinch (W),18,P,GREEN,7,,2.333333333,7,2,1.42,-0.59,-0.59,-0.489221393,-0.489221393,0.142857143,,,4,,,,,,,,,,,,,,0,0
10/06/2018,15,4,6,2018,78,Lahinch (W),18,P,GREEN,1,5,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,3,5,78,0,0
12/08/2018,16,1,8,2018,1,Lahinch (W),1,D,TEE SHOT,388,4,388,380 - 399 yards,308,3.972,0.222,0.222,0.396434402,0.396434402,0.206185567,0,1,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,2,Lahinch (W),1,60,FAIRWAY,80,,80,80 - 99 yards,69.66666667,2.75,-0.238,-0.238,-0.160653061,-0.160653061,0.129166667,1,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,3,Lahinch (W),1,P,GREEN,31,,10.33333333,31-40,9,1.988,-0.142,-0.142,-0.041221393,-0.041221393,0.129032258,,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,4,Lahinch (W),1,P,GREEN,4,4,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
12/08/2018,16,1,8,2018,5,Lahinch (W),2,D,TEE SHOT,543,5,543,540 - 559 yards,249,4.6635,-0.2155,-0.2155,-0.041065598,-0.041065598,0.541436464,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,6,Lahinch (W),2,3W,ROUGH,294,,294,280 - 299 yards,194,3.879,0.079,0.079,0.180061441,0.180061441,0.340136054,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,7,Lahinch (W),2,60,FAIRWAY,100,,100,100 - 119 yards,97.33333333,2.8,0.3,0.3,0.377346939,0.377346939,0.026666667,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,8,Lahinch (W),2,P,GREEN,8,5,2.666666667,8,2.666666667,1.5,0.5,0.5,0.600778607,0.600778607,0,,,4,1,1,-1,,,1,,,,,1,4,,0,0
12/08/2018,16,1,8,2018,9,Lahinch (W),3,D,TEE SHOT,399,4,399,380 - 399 yards,231,3.9885,-0.0315,-0.0315,0.142934402,0.142934402,0.421052632,0,1,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,10,Lahinch (W),3,8I,FAIRWAY,168,,168,160 - 179 yards,143,3.02,-0.6175,-0.6175,-0.540153061,-0.540153061,0.148809524,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,11,Lahinch (W),3,60,ROUGH,25,,25,20 - 39 yards,22.66666667,2.6375,0.2175,0.2175,0.318561441,0.318561441,0.093333333,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,12,Lahinch (W),3,P,GREEN,7,,2.333333333,7,2,1.42,-0.59,-0.59,-0.489221393,-0.489221393,0.142857143,,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,13,Lahinch (W),3,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
12/08/2018,16,1,8,2018,14,Lahinch (W),4,D,TEE SHOT,511,5,511,500 - 519 yards,267,4.4815,-0.1785,-0.1785,-0.004065598,-0.004065598,0.477495108,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,15,Lahinch (W),4,7I,ROUGH,244,,244,240 - 259 yards,116,3.66,-0.448,-0.448,-0.346938559,-0.346938559,0.524590164,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,16,Lahinch (W),4,9I,ROUGH,128,,128,120 - 139 yards,113,3.108,-0.182,-0.182,-0.080938559,-0.080938559,0.1171875,0,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,17,Lahinch (W),4,P,FAIRWAY,15,,15,0 - 19 yards,14.33333333,2.29,0.28,0.28,0.357346939,0.357346939,0.044444444,1,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,18,Lahinch (W),4,P,GREEN,2,5,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,0,,,,1,,,,1,5,,0,0
12/08/2018,16,1,8,2018,19,Lahinch (W),5,8I,TEE SHOT,158,3,158,140 - 159 yards,144,2.988,-0.456,-0.456,-0.281565598,-0.281565598,0.088607595,0,,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,20,Lahinch (W),5,60,ROUGH,14,,14,0 - 19 yards,13.66666667,2.444,0.434,0.434,0.535061441,0.535061441,0.023809524,1,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,21,Lahinch (W),5,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,0,1,0,,,,1,,,,1,3,,0,0
12/08/2018,16,1,8,2018,22,Lahinch (W),6,3W,TEE SHOT,411,4,411,400 - 419 yards,243,4.0065,-0.0135,-0.0135,0.160934402,0.160934402,0.408759124,0,1,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,23,Lahinch (W),6,50,FAIRWAY,168,,168,160 - 179 yards,164,3.02,0.342,0.342,0.419346939,0.419346939,0.023809524,1,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,24,Lahinch (W),6,P,GREEN,12,,4,Nov-15,3.666666667,1.678,-0.332,-0.332,-0.231221393,-0.231221393,0.083333333,,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,25,Lahinch (W),6,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
12/08/2018,16,1,8,2018,26,Lahinch (W),7,3W,TEE SHOT,400,4,400,400 - 419 yards,290,3.99,0.165,0.165,0.339434402,0.339434402,0.275,0,1,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,27,Lahinch (W),7,60,FAIRWAY,110,,110,100 - 119 yards,104.6666667,2.825,0.0225,0.0225,0.099846939,0.099846939,0.048484848,1,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,28,Lahinch (W),7,P,GREEN,16,,5.333333333,16-20,3.666666667,1.8025,-0.4275,-0.4275,-0.326721393,-0.326721393,0.3125,,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,29,Lahinch (W),7,P,GREEN,5,,1.666666667,5,1.333333333,1.23,-0.78,-0.78,-0.679221393,-0.679221393,0.2,,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,30,Lahinch (W),7,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,1,,,,,1,,,3,5,,0,0
12/08/2018,16,1,8,2018,31,Lahinch (W),8,7I,TEE SHOT,158,3,158,140 - 159 yards,147,2.988,-0.452,-0.452,-0.277565598,-0.277565598,0.069620253,0,,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,32,Lahinch (W),8,60,SAND,11,,11,0 - 19 yards,5.666666667,2.44,-0.3625,-0.3625,-0.140474359,-0.140474359,0.484848485,1,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,33,Lahinch (W),8,P,GREEN,16,,5.333333333,16-20,5,1.8025,-0.2075,-0.2075,-0.106721393,-0.106721393,0.0625,,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,34,Lahinch (W),8,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
12/08/2018,16,1,8,2018,35,Lahinch (W),9,D,TEE SHOT,377,4,377,360 - 379 yards,263,3.954,-0.108,-0.108,0.066434402,0.066434402,0.302387268,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,36,Lahinch (W),9,60,ROUGH,114,,114,100 - 119 yards,102,3.062,-0.162,-0.162,-0.060938559,-0.060938559,0.105263158,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,37,Lahinch (W),9,P,FAIRWAY,12,,12,0 - 19 yards,9.333333333,2.224,-0.276,-0.276,-0.198653061,-0.198653061,0.222222222,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,38,Lahinch (W),9,P,GREEN,8,,2.666666667,8,2.333333333,1.5,-0.51,-0.51,-0.409221393,-0.409221393,0.125,,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,39,Lahinch (W),9,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
12/08/2018,16,1,8,2018,40,Lahinch (W),10,D,TEE SHOT,424,4,424,420 - 439 yards,202,4.032,-0.893,-0.893,-0.718565598,-0.718565598,0.523584906,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,41,Lahinch (W),10,7I,RECOVERY,222,,222,220 - 239 yards,27,3.925,-0.4675,-0.4675,-0.267676471,-0.267676471,0.878378378,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,42,Lahinch (W),10,6I,ROUGH,195,,195,180 - 199 yards,186.6666667,3.3925,0.4625,0.4625,0.563561441,0.563561441,0.042735043,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,43,Lahinch (W),10,P,GREEN,25,,8.333333333,21-30,7.666666667,1.93,-0.08,-0.08,0.020778607,0.020778607,0.08,,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,44,Lahinch (W),10,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
12/08/2018,16,1,8,2018,45,Lahinch (W),11,6I,TEE SHOT,173,3,173,160 - 179 yards,167,3.029,0.1815,0.1815,0.355934402,0.355934402,0.034682081,1,,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,46,Lahinch (W),11,P,GREEN,18,,6,16-20,5.666666667,1.8475,-0.1625,-0.1625,-0.061721393,-0.061721393,0.055555556,,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,47,Lahinch (W),11,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,1,1,0,,,,1,,,,2,3,,0,0
12/08/2018,16,1,8,2018,48,Lahinch (W),12,D,TEE SHOT,516,5,516,500 - 519 yards,284,4.514,-0.082,-0.082,0.092434402,0.092434402,0.449612403,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,49,Lahinch (W),12,5W,ROUGH,232,,232,220 - 239 yards,205,3.596,-0.0355,-0.0355,0.065561441,0.065561441,0.11637931,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,50,Lahinch (W),12,60,SAND,27,,27,20 - 39 yards,20.66666667,2.6315,-0.2385,-0.2385,-0.016474359,-0.016474359,0.234567901,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,51,Lahinch (W),12,P,GREEN,19,,6.333333333,16-20,5.333333333,1.87,-0.17,-0.17,-0.069221393,-0.069221393,0.157894737,,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,52,Lahinch (W),12,P,GREEN,3,5,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
12/08/2018,16,1,8,2018,53,Lahinch (W),13,D,TEE SHOT,271,4,271,260 - 279 yards,253,3.56,0.018,0.018,0.192434402,0.192434402,0.066420664,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,54,Lahinch (W),13,60,ROUGH,18,,18,0 - 19 yards,7,2.542,-0.66,-0.66,-0.558938559,-0.558938559,0.611111111,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,55,Lahinch (W),13,P,FAIRWAY,11,,11,0 - 19 yards,8,2.202,-0.358,-0.358,-0.280653061,-0.280653061,0.272727273,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,56,Lahinch (W),13,P,GREEN,9,,3,9,2.666666667,1.56,-0.45,-0.45,-0.349221393,-0.349221393,0.111111111,,,4,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,57,Lahinch (W),13,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
12/08/2018,16,1,8,2018,58,Lahinch (W),14,D,TEE SHOT,405,4,405,400 - 419 yards,202,3.9975,-0.212,-0.212,-0.037565598,-0.037565598,0.501234568,0,1,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,59,Lahinch (W),14,4I,FAIRWAY,203,,203,200 - 219 yards,191,3.2095,-0.0145,-0.0145,0.062846939,0.062846939,0.0591133,0,,2,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,60,Lahinch (W),14,PW,FAIRWAY,12,,12,0 - 19 yards,11.66666667,2.224,0.214,0.214,0.291346939,0.291346939,0.027777778,1,,3,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,61,Lahinch (W),14,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
12/08/2018,16,1,8,2018,62,Lahinch (W),15,D,TEE SHOT,411,4,411,400 - 419 yards,222,4.0065,-0.353,-0.353,-0.178565598,-0.178565598,0.459854015,0,0,1,,,,,,,,,,,,,,0,0
12/08/2018,16,1,8,2018,63,Lahinch (W),15,7I,ROUGH,189,,189,180 - 199 yards,172,3.3595,0.0255,0.0255,0.126561441,0.126561441,0.08994709,0,,2,,,,,,,,,,,,,,0,0
